school,county,type
FIRST ASSEMBLY CHRISTIAN SCHOOL DAYCARE,MARION,k12
FIRST BAPTIST ACADEMY,BROWARD,k12
FIRST BAPTIST ACADEMY,COLLIER,k12
FIRST BAPTIST ACADEMY OF JACKSONVILLE,DUVAL,k12
FIRST BAPTIST BAYSHORE EARLY EDUCATION PRESCHOOL,OKALOOSA,k12
FIRST BAPTIST BRANDON CHRISTIAN ACADEMY,HILLSBOROUGH,k12
FIRST BAPTIST CHRISTIAN ACADEMY,FLAGLER,k12
FIRST BAPTIST CHRISTIAN SCHOOL,FRANKLIN,k12
FIRST BAPTIST CHRISTIAN SCHOOL,MARTIN,k12
FIRST BAPTIST RUSKIN CHRISTIAN SCHOOL,HILLSBOROUGH,k12
FIRST CHRISTIAN ACADEMY,PASCO,k12
FIRST CHRISTIAN ACADEMY,ALACHUA,k12
FIRST CHRISTIAN ACADEMY,WALTON,k12
FIRST COAST CHRISTIAN SCHOOL,DUVAL,k12
FIRST COAST HIGH SCHOOL,DUVAL,k12
FIRST COAST TECHNICAL COLLEGE,ST. JOHNS,university
FIRST DISCOVERIES ACADEMY,HILLSBOROUGH,k12
FIRST LUTHERAN SCHOOL,PINELLAS,k12
FIRST METHODIST SCHOOL INC.,POLK,k12
FIRST PRESBYTERIAN LEARNING CENTER,BROWARD,k12
FIRST PRESBYTERIAN SCHOOL,VOLUSIA,k12
FIRST UNITED METHODIST CHRISTIAN SCHOOL,MIAMI-DADE,k12
FIRST UNITED METHODIST SCHOOL,OKALOOSA,k12
FIRST UNITED METHODIST SCHOOL CENTER,HERNANDO,k12
FISHER ISLAND DAY SCHOOL,MIAMI-DADE,k12
FISHHAWK CREEK ELEMENTARY SCHOOL,HILLSBOROUGH,k12
FISHWEIR ELEMENTARY SCHOOL,DUVAL,k12
FITZGERALD MIDDLE SCHOOL,PINELLAS,k12
FIVAY HIGH SCHOOL,PASCO,k12
FIVE POINTS ELEMENTARY SCHOOL,COLUMBIA,k12
FLAGAMI ELEMENTARY SCHOOL,MIAMI-DADE,k12
FLAGLER COLLEGE,ST. JOHNS,university
FLAGLER COLLEGE-TALLAHASSEE,LEON,university
FLAGLER DISTRICT OFFICE,FLAGLER,k12
FLAGLER TECHNICAL COLLEGE,FLAGLER,university
FLAGLER-PALM COAST HIGH SCHOOL,FLAGLER,k12
FLAMINGO ELEMENTARY SCHOOL,BROWARD,k12
FLAMINGO ELEMENTARY SCHOOL,MIAMI-DADE,k12
FLEMING ISLAND ELEMENTARY SCHOOL,CLAY,k12
FLEMING ISLAND HIGH SCHOOL,CLAY,k12
FLETCHER HIGH SCHOOL,DUVAL,k12
FLIGHT SAFETY AVIATION ORLANDO,ORANGE,university
FLORA RIDGE ELEMENTARY SCHOOL,OSCEOLA,k12
FLORAL AVENUE ELEMENTARY SCHOOL,POLK,k12
FLORAL CITY ELEMENTARY SCHOOL,CITRUS,k12
FLORANADA ELEMENTARY SCHOOL,BROWARD,k12
FLORESTA ELEMENTARY SCHOOL,ST. LUCIE,k12
FLORIDA A&M UNIVERSITY,LEON,university
FLORIDA A&M UNIVERSITY DEVELOPMENTAL RESEARCH SCHOOL,LEON,k12
FLORIDA A&M UNIVERSITY- CRESTVIEW,OKALOOSA,university
FLORIDA ATLANTIC UNIVERSITY,PALM BEACH,university
FLORIDA ATLANTIC UNIVERSITY,BROWARD,university
FLORIDA ATLANTIC UNIVERSITY- DAVIE CAMPUS,BROWARD,university
FLORIDA ATLANTIC UNIVERSITY- FORT LAUDERDALE,BROWARD,university
FLORIDA ATLANTIC UNIVERSITY- JOHN D. MACARTHUR CAMPUS,PALM BEACH,university
FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE,HILLSBOROUGH,k12
FLORIDA CAREER COLLEGE,HILLSBOROUGH,university
FLORIDA CAREER COLLEGE,PALM BEACH,university
FLORIDA CAREER COLLEGE,DUVAL,university
FLORIDA CAREER COLLEGE,BROWARD,university
FLORIDA CAREER COLLEGE - BOYNTON BEACH,PALM BEACH,university
FLORIDA CAREER COLLEGE - HIALAH,MIAMI-DADE,university
FLORIDA CAREER COLLEGE - JACKSONVILLE,DUVAL,university
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD,university
FLORIDA CAREER COLLEGE - MARGATE,BROWARD,university
FLORIDA CAREER COLLEGE - MIAMI,MIAMI-DADE,university
FLORIDA CAREER COLLEGE - PEMBROKE PINES,BROWARD,university
FLORIDA CAREER COLLEGE - WEST PALM BEACH,PALM BEACH,university
FLORIDA CHRISTIAN SCHOOL,MIAMI-DADE,k12
FLORIDA CITY ELEMENTARY SCHOOL,MIAMI-DADE,k12
FLORIDA COLLEGE,HILLSBOROUGH,university
FLORIDA EDUCATION INSITUTE,MIAMI-DADE,k12
FLORIDA GATEWAY COLLEGE,COLUMBIA,university
FLORIDA GULF COAST UNIVERSITY,LEE,university
FLORIDA INSTITUTE OF TECHNOLOGY,BREVARD,university
FLORIDA INTERNATIONAL TRAINING INSTITUTE,MIAMI-DADE,university
FLORIDA INTERNATIONAL UNIVERSITY,PALM BEACH,university
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI-DADE,university
FLORIDA INTERNATIONAL UNIVERSITY- BISCAYNE BAY,MIAMI-DADE,university
FLORIDA MEMORIAL UNIVERSITY,MIAMI-DADE,university
FLORIDA NATIONAL UNIVERSITY,MIAMI-DADE,university
FLORIDA NATIONAL UNIVERSITY- HIALEAH CAMPUS,MIAMI-DADE,university
FLORIDA NATIONAL UNIVERSITY- SOUTH CAMPUS,MIAMI-DADE,university
FLORIDA PANHANDLE TECHNICAL COLLEGE,WASHINGTON,university
FLORIDA POLYTECHNIC UNIVERSITY,POLK,university
FLORIDA PREPARATORY ACADEMY - MELBOURNE,BREVARD,k12
FLORIDA SCHOOL FOR DEAF AND BLIND,ST. JOHNS,k12
FLORIDA SOUTHERN COLLEGE,POLK,university
FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,LEE,k12
FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,CHARLOTTE,k12
FLORIDA SOUTHWESTERN STATE COLLEGE,LEE,university
FLORIDA SOUTHWESTERN STATE COLLEGE- CHARLOTTE COUNTY CAMPUS,CHARLOTTE,university
FLORIDA SOUTHWESTERN STATE COLLEGE- COLLIER COUNTY CAMPUS,COLLIER,university
FLORIDA STATE CHRISTIAN ACADEMY,ST. LUCIE,k12
FLORIDA STATE COLLEGE AT JACKSONVILLE,DUVAL,university
FLORIDA STATE COLLEGE AT JACKSONVILLE - DEERWOOD CAMPUS,DUVAL,university
FLORIDA STATE COLLEGE AT JACKSONVILLE- DOWNTOWN CAMPUS,DUVAL,university
FLORIDA STATE COLLEGE AT JACKSONVILLE- NORTH CAMPUS,DUVAL,university
FLORIDA STATE COLLEGE AT JACKSONVILLE- SOUTH CAMPUS,DUVAL,university
FLORIDA STATE COLLEGE NASSAU,NASSAU,university
FLORIDA STATE HOSPITAL,GADSDEN,k12
FLORIDA STATE UNIVERSITY,LEON,university
FLORIDA STATE UNIVERSITY,ORANGE,university
FLORIDA STATE UNIVERSITY,HILLSBOROUGH,university
FLORIDA STATE UNIVERSITY SCHOOL,LEON,k12
FLORIDA STATE UNIVERSITY- ASOLO CONSERVATORY FOR ACTOR TRAINING,MANATEE,university
FLORIDA STATE UNIVERSITY- PANAMA CITY CAMPUS,BAY,university
FLORIDA TECHNICAL COLLEGE,POLK,university
FLORIDA TECHNICAL COLLEGE,VOLUSIA,university
FLORIDA TECHNICAL COLLEGE - CUTLER BAY,MIAMI-DADE,university
FLORIDA TECHNICAL COLLEGE - KISSIMMEE,OSCEOLA,university
FLORIDA TECHNICAL COLLEGE - ORLANDO,ORANGE,university
FLORIDA TECHNICAL COLLEGE - PEMBROKE PINES,BROWARD,university
FLORIDA TECHNICAL COLLEGE - TAMPA,HILLSBOROUGH,university
FLORIDA VIRTUAL SCHOOL-DISTRICT OFFICE,ORANGE,k12
FLORIDA VOCATIONAL INSTITUTE,MIAMI-DADE,university
FLORIDA YOUTH CHALLENGE ACADEMY,CLAY,k12
FLORINE J ABEL ELEMENTARY SCHOOL,MANATEE,k12
FLOROSA ELEMENTARY SCHOOL,OKALOOSA,k12
FOCUS ACADEMY,HILLSBOROUGH,k12
FOLSOM ELEMENTARY SCHOOL,HILLSBOROUGH,k12
FOR THE LOVE OF LEARNING,MARTIN,k12
FOREIGN LANGUAGE IMMERSION PREPARATORY ACADEMY,OSCEOLA,k12
FOREST CITY ELEMENTARY SCHOOL,SEMINOLE,k12
FOREST CITY S.D.A.,ORANGE,k12
FOREST GLEN MIDDLE SCHOOL,BROWARD,k12
FOREST GROVE MIDDLE SCHOOL,ST. LUCIE,k12
FOREST HIGH SCHOOL,MARION,k12
FOREST HILL COMMUNITY HIGH SCHOOL,PALM BEACH,k12
FOREST HILL ELEMENTARY SCHOOL,PALM BEACH,k12
FOREST HILL HIGH ADULT EDUCATION,PALM BEACH,k12
FOREST HILL HIGH SCHOOL,PALM BEACH,k12
FOREST HILLS ELEMENTARY SCHOOL,HILLSBOROUGH,k12
FOREST HILLS ELEMENTARY SCHOOL,BROWARD,k12
FOREST LAKE ACADEMY,SEMINOLE,k12
FOREST LAKE EDUCATION CENTER,SEMINOLE,k12
FOREST LAKE ELEMENTARY SCHOOL,VOLUSIA,k12
FOREST LAKES ELEMENTARY SCHOOL,PINELLAS,k12
FOREST PARK ELEMENTARY SCHOOL,PALM BEACH,k12
FOREST RIDGE ELEMENTARY SCHOOL,CITRUS,k12
FORSYTH WOODS ELEMENTARY SCHOOL,ORANGE,k12
FORT BRADEN SCHOOL,LEON,k12
FORT CAROLINE BAPTIST ACADEMY,DUVAL,k12
FORT CAROLINE ELEMENTARY SCHOOL,DUVAL,k12
FORT CAROLINE MIDDLE SCHOOL,DUVAL,k12
FORT CLARKE MIDDLE SCHOOL,ALACHUA,k12
FORT KING MIDDLE SCHOOL,MARION,k12
FORT LAUDERDALE HIGH SCHOOL,BROWARD,k12
FORT MCCOY SCHOOL,MARION,k12
FORT MEADE MIDDLE/SENIOR HIGH SCHOOL,POLK,k12
FORT MYERS BEACH ELEMENTARY SCHOOL,LEE,k12
FORT MYERS CHRISTIAN SCHOOL,LEE,k12
FORT MYERS HIGH SCHOOL,LEE,k12
FORT MYERS MIDDLE ACADEMY,LEE,k12
FORT MYERS TECHNICAL COLLEGE,LEE,university
FORT PIERCE CENTRAL HIGH SCHOOL,ST. LUCIE,k12
FORT PIERCE WESTWOOD ACADEMY THE W.E.S.T. PREP MAGNET,ST. LUCIE,k12
FORT WALTON BEACH HIGH SCHOOL,OKALOOSA,k12
FORT WHITE ELEMENTARY SCHOOL,COLUMBIA,k12
FORT WHITE HIGH SCHOOL,COLUMBIA,k12
FORTIS COLLEGE - CUTLER BAY,MIAMI-DADE,university
FORTIS COLLEGE - ORANGE PARK,CLAY,university
FORTIS COLLEGE - PENSACOLA,ESCAMBIA,university
FORTIS COLLEGE - PORT ST. LUCIE,ST. LUCIE,university
FORTIS INSTITUTE,ST. LUCIE,university
FOSTER ELEMENTARY SCHOOL,HILLSBOROUGH,k12
FOUNDATION ACADEMY,DUVAL,k12
FOUNDATION ACADEMY,ORANGE,k12
FOUNDATION ACADEMY LAKESIDE,ORANGE,k12
FOUNDATION CHRISTIAN ACADEMY,HILLSBOROUGH,k12
FOUNDATIONS CHRISTIAN MONTESSORI ACADEMY,SARASOTA,k12
FOUR CORNERS CHARTER SCHOOL,OSCEOLA,k12
FOUR CORNERS UPPER SCHOOL,OSCEOLA,k12
FOX CHAPEL MIDDLE SCHOOL,HERNANDO,k12
FOX HOLLOW ELEMENTARY SCHOOL,PASCO,k12
FOX TRAIL ELEMENTARY SCHOOL,BROWARD,k12
FRANCES K. SWEET ELEMENTARY SCHOOL,ST. LUCIE,k12
FRANCES S. TUCKER ELEMENTARY SCHOOL,MIAMI-DADE,k12
FRANK CRAWFORD MARTIN K-8 CENTER,MIAMI-DADE,k12
FRANK E. BRIGHAM ACADEMY,POLK,k12
FRANK H. PETERSON ACADEMIES,DUVAL,k12
FRANK HARTSFIELD ELEMENTARY SCHOOL,LEON,k12
FRANK W. SPRINGSTEAD HIGH SCHOOL,HERNANDO,k12
FRANKLIN ACADEMY - BOYNTON BEACH,PALM BEACH,k12
FRANKLIN ACADEMY COOPER CITY,BROWARD,k12
FRANKLIN ACADEMY INC.,JEFFERSON,k12
FRANKLIN ACADEMY PEMBROKE PINES HIGH SCHOOL,BROWARD,k12
FRANKLIN ACADEMY SUNRISE,BROWARD,k12
FRANKLIN ACADEMY- PALM BEACH GARDENS,PALM BEACH,k12
FRANKLIN COUNTY LEARNING CENTER,FRANKLIN,k12
FRANKLIN COUNTY SCHOOL,FRANKLIN,k12
FRANKLIN DISTRICT OFFICE,FRANKLIN,k12
FRANKLIN MIDDLE MAGNET SCHOOL,HILLSBOROUGH,k12
FRANKLIN PARK ELEMENTARY SCHOOL,LEE,k12
FRANKLIN VIRTUAL SCHOOLS,LEON,k12
FRED G. GARNER ELEMENTARY SCHOOL,POLK,k12
FRED WILD ELEMENTARY SCHOOL,HIGHLANDS,k12
FREDERICK R. DOUGLASS ELEMENTARY SCHOOL,MIAMI-DADE,k12
FREEDOM 7 ELEMENTARY SCHOOL OF INTERNATIONAL STUDIES,BREVARD,k12
FREEDOM CROSSING ACADEMY,ST. JOHNS,k12
FREEDOM ELEMENTARY SCHOOL,MANATEE,k12
FREEDOM ELEMENTARY SCHOOL,VOLUSIA,k12
FREEDOM HIGH SCHOOL,ORANGE,k12
FREEDOM HIGH SCHOOL,HILLSBOROUGH,k12
FREEDOM MIDDLE,ORANGE,k12
FREEDOM SHORES ELEMENTARY SCHOOL,PALM BEACH,k12
FREEDOMLAND CHRISTIAN ACADEMY,OSCEOLA,k12
FREEPORT ELEMENTARY SCHOOL,WALTON,k12
FREEPORT MIDDLE SCHOOL,WALTON,k12
FREEPORT SENIOR HIGH SCHOOL,WALTON,k12
FRENCH AMERICAN SCHOOL OF BOCA RATON,PALM BEACH,k12
FRENCH SCHOOL OF BOCA RATON LE PETIT PRINCE,PALM BEACH,k12
FRIENDSHIP ELEMENTARY SCHOOL,VOLUSIA,k12
FRONTIER ELEMENTARY SCHOOL,PINELLAS,k12
FRONTIER ELEMENTARY SCHOOL,PALM BEACH,k12
FROST ELEMENTARY SCHOOL,HILLSBOROUGH,k12
FROSTPROOF ELEMENTARY SCHOOL,POLK,k12
FROSTPROOF MIDDLE/SENIOR HIGH,POLK,k12
FRUIT COVE MIDDLE SCHOOL,ST. JOHNS,k12
FRUITLAND PARK ELEMENTARY SCHOOL,LAKE,k12
FRUITVILLE ELEMENTARY SCHOOL,SARASOTA,k12
FUGUITT ELEMENTARY SCHOOL,PINELLAS,k12
FULFORD ELEMENTARY SCHOOL,MIAMI-DADE,k12
FULL SAIL UNIVERSITY,ORANGE,university
FUSION ACADEMY BOCA RATON,PALM BEACH,k12
FUSION ACADEMY MIAMI,MIAMI-DADE,k12
FUTURE KIDS,MIAMI-DADE,k12
FUTURE LEADERS ACADEMY,ORANGE,k12
FUTURE LEADERS ACADEMY OF KENDALL CORP,MIAMI-DADE,k12
FUTURE LEADERS PREPARATORY SCHOOL,HILLSBOROUGH,k12
FUTURE SCHOLARS CHRISTIAN ACADEMY,POLK,k12
G D ROGERS GARDEN- BULLOCK ELEMENTARY SCHOOL,MANATEE,k12
G-STAR SCHOOL OF THE ARTS,PALM BEACH,k12
G. HOLMES BRADDOCK SENIOR HIGH,MIAMI-DADE,k12
G. WEAVER HIPPS ELEMENTARY SCHOOL,LEE,k12
GABLES MONTESSORI,MIAMI-DADE,k12
GABLES PRESCHOOL INC,MIAMI-DADE,k12
GADSDEN CENTRAL ACADEMY,GADSDEN,k12
GADSDEN COUNTY HIGH SCHOOL,GADSDEN,k12
GADSDEN DISTRICT OFFICE,GADSDEN,k12
GADSDEN ELEMENTARY SCHOOL MAGNET SCHOOL,GADSDEN,k12
GADSDEN TECHNICAL INSTITUTE,GADSDEN,k12
GAINES ALTERNATIVE AT HAMBLEN,ST. JOHNS,k12
GAINESVILLE CITY COLLEGE,ALACHUA,university
GAINESVILLE COUNTRY DAY SCHOOL,ALACHUA,k12
GAINESVILLE HIGH SCHOOL,ALACHUA,k12
GAITHER HIGH SCHOOL,HILLSBOROUGH,k12
GALAXY ELEMENTARY SCHOOL,PALM BEACH,k12
GALAXY MIDDLE SCHOOL,VOLUSIA,k12
GALEN COLLEGE OF NURSING,PINELLAS,university
GALILEO SCHOOL FOR GIFTED LEARNING,SEMINOLE,k12
GALOVIN ACADEMY,MIAMI-DADE,k12
GAMBLE ROGERS MIDDLE SCHOOL,ST. JOHNS,k12
GAN KATAN,MIAMI-DADE,k12
GARDEN CITY ELEMENTARY SCHOOL,DUVAL,k12
GARDEN ELEMENTARY SCHOOL,SARASOTA,k12
GARDEN GROVE ELEMENTARY SCHOOL,POLK,k12
GARDEN MONTESSORI SCHOOL,PASCO,k12
GARDEN OF THE SAHABA ACADEMY,PALM BEACH,k12
GARDENS SCHOOL OF TECHNOLOGY ARTS INC,PALM BEACH,k12
GARRISON-JONES ELEMENTARY SCHOOL,PINELLAS,k12
GARY ADULT CENTER,HILLSBOROUGH,k12
GATEWAY,ORANGE,k12
GATEWAY ACADEMY,WALTON,k12
GATEWAY ACADEMY,HOLMES,k12
GATEWAY CHARTER ELEMENTARY SCHOOL,LEE,k12
GATEWAY CHARTER HIGH SCHOOL,LEE,k12
GATEWAY CHARTER INTERMEDIATE SCHOOL,LEE,k12
GATEWAY CHRISTIAN ACADEMY,HILLSBOROUGH,k12
GATEWAY CHRISTIAN SCHOOL,LAKE,k12
GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER,MIAMI-DADE,k12
GATEWAY HIGH SCHOOL,OSCEOLA,k12
GATOR RUN ELEMENTARY SCHOOL,BROWARD,k12
GAUSE ACADEMY OF LEADERSHIP,POLK,k12
GEMINI ELEMENTARY SCHOOL,BREVARD,k12
GENE WITT ELEMENTARY SCHOOL,MANATEE,k12
GENERATION OF HOPE ACADEMY INC.,ORANGE,k12
GENESIS CHRISTIAN ACADEMY,CHARLOTTE,k12
GENESIS PREPARATORY SCHOOL OF FLORIDA,PASCO,k12
GENEVA CLASSICAL ACADEMY INC.,POLK,k12
GENEVA ELEMENTARY SCHOOL,SEMINOLE,k12
GEORGE C. MILLER JR. MIDDLE SCHOOL,PUTNAM,k12
GEORGE STONE TECHNICAL COLLEGE,ESCAMBIA,university
GEORGE T. BAKER AVIATION TECHNICAL COLLEGE,MIAMI-DADE,university
GEORGE W. JENKINS SENIOR HIGH,POLK,k12
GEORGE W. MARKS ELEMENTARY SCHOOL,VOLUSIA,k12
GEORGE W. MUNROE ELEMENTARY SCHOOL,GADSDEN,k12
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,DUVAL,k12
GEORGE WASHINGTON CARVER MIDDLE SCHOOL,MIAMI-DADE,k12
GEORGIA JONES AYERS MIDDLE SCHOOL,MIAMI-DADE,k12
GERALD ADAMS ELEMENTARY SCHOOL,MONROE,k12
GERTRUDE K. EDELMAN/SABAL PALM,MIAMI-DADE,k12
GET SMART KIDS ACADEMY,MIAMI-DADE,k12
GIBBONS STREET PK CENTER,POLK,k12
GIBBS HIGH SCHOOL,PINELLAS,k12
GIBSONTON ELEMENTARY SCHOOL,HILLSBOROUGH,k12
GIFFORD MIDDLE SCHOOL,INDIAN RIVER,k12
GIFFORD YOUTH ACHIVEMENT CENTER,INDIAN RIVER,k12
GILBERT W MCNEAL ELEMENTARY SCHOOL,MANATEE,k12
GILCHRIST ELEMENTARY SCHOOL,LEON,k12
GIUNTA MIDDLE SCHOOL,HILLSBOROUGH,k12
GLAD TIDINGS ACADEMY- EAST,ORANGE,k12
GLADE VIEW ELEMENTARY SCHOOL,PALM BEACH,k12
"GLADES ACADEMY, INC",PALM BEACH,k12
GLADES CENTRAL HIGH SCHOOL,PALM BEACH,k12
GLADES CHRISTIAN ACADEMY,BROWARD,k12
GLADES DAY SCHOOL,PALM BEACH,k12
GLADES MIDDLE SCHOOL,BROWARD,k12
GLADES MIDDLE SCHOOL,MIAMI-DADE,k12
GLADEVIEW CHRISTIAN SCHOOL,MIAMI-DADE,k12
GLEN SPRINGS ELEMENTARY SCHOOL,ALACHUA,k12
GLENALLEN ELEMENTARY SCHOOL,SARASOTA,k12
GLENDALE CHRISTIAN SCHOOL,INDIAN RIVER,k12
GLENDALE ELEMENTARY SCHOOL,INDIAN RIVER,k12
GLENRIDGE MIDDLE SCHOOL,ORANGE,k12
GLOBAL LEARNING ACADEMY,ESCAMBIA,k12
GLOBAL OUTREACH CHARTER ACADEMY,DUVAL,k12
GLORIA FLOYD ELEMENTARY SCHOOL,MIAMI-DADE,k12
GOCIO ELEMENTARY SCHOOL,SARASOTA,k12
GOLDEN BRANCH CHRISTIAN ACADEMY,HERNANDO,k12
GOLDEN GATE ELEMENTARY SCHOOL,COLLIER,k12
GOLDEN GATE HIGH SCHOOL,COLLIER,k12
GOLDEN GATE MIDDLE SCHOOL,COLLIER,k12
GOLDEN GLADES ELEMENTARY SCHOOL,MIAMI-DADE,k12
GOLDEN GROVE ELEMENTARY SCHOOL,PALM BEACH,k12
GOLDEN MINDS LEARNING CENTER INC.,ST. LUCIE,k12
GOLDEN TERRACE ELEMENTARY SCHOOL,COLLIER,k12
GOLDSBORO ELEMENTARY SCHOOL MAGNET,SEMINOLE,k12
GOLF COAST ACADEMY,LEE,university
GOLFVIEW ELEMENTARY SCHOOL MAGNET SCHOOL,BREVARD,k12
GOOD SHEPHERD ACADEMY,VOLUSIA,k12
GOOD SHEPHERD CATHOLIC SCHOOL,MIAMI-DADE,k12
GOOD SHEPHERD CATHOLIC SCHOOL,ORANGE,k12
GOOD SHEPHERD CHRISTIAN ACADEMY,DUVAL,k12
GOOD SHEPHERD LUTHERAN,SANTA ROSA,k12
GOOD SHEPHERD LUTHERAN SCHOOL,LEE,k12
GORDON DAY SCHOOL OF BETH DAVID CONG.,MIAMI-DADE,k12
GORRIE ELEMENTARY SCHOOL,HILLSBOROUGH,k12
GOTHA MIDDLE,ORANGE,k12
GOULDS ELEMENTARY SCHOOL,MIAMI-DADE,k12
GOVE ELEMENTARY SCHOOL,PALM BEACH,k12
GOVERNOR'S CHARTER SCHOOL,LEON,k12
GRACE AND GLORY CHRISTIAN SCHOOL,WASHINGTON,k12
GRACE BAPTIST ACADEMY,MIAMI-DADE,k12
GRACE CHRISTIAN ACADEMY,MARION,k12
GRACE CHRISTIAN ACADEMY,ST. JOHNS,k12
GRACE CHRISTIAN ACADEMY,ORANGE,k12
GRACE CHRISTIAN ACADEMY,DUVAL,k12
GRACE CHRISTIAN PRESCHOOL,BROWARD,k12
GRACE CHRISTIAN SCHOOL,HILLSBOROUGH,k12
GRACE CHRISTIAN SCHOOL OF OCALA FL INC.,MARION,k12
GRACE CHRISTIAN SCHOOLS OF PASCO,PASCO,k12
GRACE COMMUNITY SCHOOL,LEE,k12
GRACE EPISCOPAL DAY SCHOOL,CLAY,k12
GRACE LEADERSHIP PREPARATORY INSTITUTE INC,MIAMI-DADE,k12
GRACE LUTHERAN,MONROE,k12
GRACE LUTHERAN SCHOOL,PINELLAS,k12
GRACE LUTHERAN SCHOOL,POLK,k12
GRACE LUTHERAN SCHOOL,DUVAL,k12
GRACEPOINTE,MARION,k12
GRACEVILLE SCHOOL,JACKSON,k12
GRADUATION ASSISTANCE PROGRAM,HOLMES,k12
GRADY ELEMENTARY SCHOOL,HILLSBOROUGH,k12
GRAHAM ELEMENTARY SCHOOL,HILLSBOROUGH,k12
GRANADA DAY SCHOOL,MIAMI-DADE,k12
GRAND ACADEMY,POLK,k12
GRAND PARK CAREER CENTER,DUVAL,k12
GRAND RIDGE SCHOOL,JACKSON,k12
GRANDVIEW PREPARATORY SCHOOL,PALM BEACH,k12
GRASP ACADEMY,DUVAL,k12
GRASSY LAKE ELEMENTARY SCHOOL,LAKE,k12
GRASSY WATERS ELEMENTARY SCHOOL,PALM BEACH,k12
GRATIGNY ELEMENTARY SCHOOL,MIAMI-DADE,k12
GRAY MIDDLE SCHOOL,LAKE,k12
GREAT COMMISSION BIBLE INSTITUTE,HIGHLANDS,k12
GREAT HEIGHTS ACADEMY INC.,MIAMI-DADE,k12
GREAT LEAPS ACADEMY,BREVARD,k12
GREATER MIAMI ACADEMY,MIAMI-DADE,k12
GRECO MIDDLE MAGNET SCHOOL,HILLSBOROUGH,k12
GREEN COVE SPRINGS JUNIOR HIGH SCHOOL,CLAY,k12
GREEN SPRINGS HIGH SCHOOL,MIAMI-DADE,k12
GREENACRES CHRISTIAN ACADEMY,PALM BEACH,k12
GREENACRES ELEMENTARY SCHOOL,PALM BEACH,k12
GREENFIELD ELEMENTARY SCHOOL,DUVAL,k12
GREENGLADE ELEMENTARY SCHOOL,MIAMI-DADE,k12
GREENLAND PINES ELEMENTARY SCHOOL,DUVAL,k12
GREENSBORO ELEMENTARY SCHOOL,GADSDEN,k12
GREENTREE PREPARATORY CHARTER SCHOOL,BROWARD,k12
GREENVILLE ELEMENTARY SCHOOL,MADISON,k12
GREENWAY ELEMENTARY SCHOOL,MARION,k12
GREENWOOD LAKES MIDDLE SCHOOL,SEMINOLE,k12
GREENWOOD SCHOOL,DUVAL,k12
GREGORY DRIVE ELEMENTARY SCHOOL,DUVAL,k12
GRETCHEN EVERHART SCHOOL,LEON,k12
GREYNOLDS PARK ELEMENTARY SCHOOL,MIAMI-DADE,k12
GRIFFIN ELEMENTARY SCHOOL,POLK,k12
GRIFFIN ELEMENTARY SCHOOL,BROWARD,k12
GRIFFIN MIDDLE SCHOOL,LEON,k12
GROVE PARK ELEMENTARY SCHOOL,PALM BEACH,k12
GROVE PARK ELEMENTARY SCHOOL,CLAY,k12
GROVELAND ELEMENTARY SCHOOL,LAKE,k12
GROWING DAYS CHILDCARE AND LEARNING CENTER,MIAMI-DADE,k12
GROWING TOGETHER ACADEMY,ORANGE,k12
GROWING TREASURES PRIVATE SCHOOL,MIAMI-DADE,k12
GROWNING ROOM BRADFORDVILLE,LEON,k12
GUARDIAN ANGELS CATHOLIC SCHOOL,PINELLAS,k12
GUARDIAN CATHOLIC SCHOOL,DUVAL,k12
GUIDEPOST MONTESSORI AT HOLLYWOOD BEACH,BROWARD,k12
GULF BEACHES ELEMENTARY SCHOOL MAGNET SCHOOL,PINELLAS,k12
GULF BREEZE ELEMENTARY SCHOOL,SANTA ROSA,k12
GULF BREEZE HIGH SCHOOL,SANTA ROSA,k12
GULF BREEZE MIDDLE SCHOOL,SANTA ROSA,k12
GULF COAST ACADEMY,LEE,university
GULF COAST ACADEMY OF SCIENCE AND TECHNOLOGY,HERNANDO,k12
GULF COAST CHARTER ACADEMY SOUTH,COLLIER,k12
GULF COAST ELEMENTARY SCHOOL,HERNANDO,k12
GULF COAST HIGH SCHOOL,COLLIER,k12
GULF COAST STATE COLLEGE,BAY,university
GULF COUNTY ADULT SCHOOL,GULF,k12
GULF COUNTY SCHOOL BOARD ADMINISTRATION,GULF,k12
GULF DISTRICT OFFICE,GULF,k12
GULF ELEMENTARY SCHOOL,LEE,k12
GULF GATE ELEMENTARY SCHOOL,SARASOTA,k12
GULF HIGH SCHOOL,PASCO,k12
GULF HIGHLANDS ELEMENTARY SCHOOL,PASCO,k12
GULF MIDDLE SCHOOL,PASCO,k12
GULF MIDDLE SCHOOL,LEE,k12
GULF POINTE LATIN SCHOOL CORPORATION,SANTA ROSA,k12
GULF STREAM SCHOOL,PALM BEACH,k12
GULF TRACE ELEMENTARY SCHOOL,PASCO,k12
GULFCOAST CHRISTIAN ACADEMY,MANATEE,k12
