school	county	school_new	county_new	"##=IF(ISERROR(MATCH(F2,A:A,0)),""Not found"",""Found"")"
FLORIDA COLLEGE	HILLSBOROUGH	FLORIDA COLLEGE	HILLSBOROUGH	
FLORIDA STATE UNIVERSITY	HILLSBOROUGH	FLORIDA STATE UNIVERSITY	HILLSBOROUGH	
FLORIDA TECHNICAL COLLEGE - TAMPA	HILLSBOROUGH	FLORIDA TECHNICAL COLLEGE - TAMPA	HILLSBOROUGH	
FOCUS ACADEMY	HILLSBOROUGH	FOCUS ACADEMY	HILLSBOROUGH	
FOLSOM ELEMENTARY SCHOOL	HILLSBOROUGH	FOLSOM ELEMENTARY SCHOOL	HILLSBOROUGH	
FOREST HILLS ELEMENTARY SCHOOL	HILLSBOROUGH	FOREST HILLS ELEMENTARY SCHOOL	HILLSBOROUGH	
FOSTER ELEMENTARY SCHOOL	HILLSBOROUGH	FOSTER ELEMENTARY SCHOOL	HILLSBOROUGH	
FOUNDATION CHRISTIAN ACADEMY	HILLSBOROUGH	FOUNDATION CHRISTIAN ACADEMY	HILLSBOROUGH	
FRANKLIN MIDDLE MAGNET SCHOOL	HILLSBOROUGH	FRANKLIN MIDDLE MAGNET SCHOOL	HILLSBOROUGH	
FREEDOM HIGH SCHOOL	HILLSBOROUGH	FREEDOM HIGH SCHOOL	HILLSBOROUGH	
FROST ELEMENTARY SCHOOL	HILLSBOROUGH	FROST ELEMENTARY SCHOOL	HILLSBOROUGH	
FUTURE LEADERS PREPARATORY SCHOOL	HILLSBOROUGH	FUTURE LEADERS PREPARATORY SCHOOL	HILLSBOROUGH	
GAITHER HIGH SCHOOL	HILLSBOROUGH	GAITHER HIGH SCHOOL	HILLSBOROUGH	
GARY ADULT CENTER	HILLSBOROUGH	GARY ADULT CENTER	HILLSBOROUGH	
GATEWAY CHRISTIAN ACADEMY	HILLSBOROUGH	GATEWAY CHRISTIAN ACADEMY	HILLSBOROUGH	
GIBSONTON ELEMENTARY SCHOOL	HILLSBOROUGH	GIBSONTON ELEMENTARY SCHOOL	HILLSBOROUGH	
GIUNTA MIDDLE SCHOOL	HILLSBOROUGH	GIUNTA MIDDLE SCHOOL	HILLSBOROUGH	
GORRIE ELEMENTARY SCHOOL	HILLSBOROUGH	GORRIE ELEMENTARY SCHOOL	HILLSBOROUGH	
GRACE CHRISTIAN SCHOOL	HILLSBOROUGH	GRACE CHRISTIAN SCHOOL	HILLSBOROUGH	
GRADY ELEMENTARY SCHOOL	HILLSBOROUGH	GRADY ELEMENTARY SCHOOL	HILLSBOROUGH	
GRAHAM ELEMENTARY SCHOOL	HILLSBOROUGH	GRAHAM ELEMENTARY SCHOOL	HILLSBOROUGH	
GRECO MIDDLE MAGNET SCHOOL	HILLSBOROUGH	GRECO MIDDLE MAGNET SCHOOL	HILLSBOROUGH	
HAMMOND ELEMENTARY SCHOOL	HILLSBOROUGH	HAMMOND ELEMENTARY SCHOOL	HILLSBOROUGH	
HARVEST TIME CHRISTIAN SCHOOL	HILLSBOROUGH	HARVEST TIME CHRISTIAN SCHOOL	HILLSBOROUGH	
HEBREW ACADEMY OF TAMPA	HILLSBOROUGH	HEBREW ACADEMY OF TAMPA	HILLSBOROUGH	
HENDERSON HAMMOCK CHARTER SCHOOL	HILLSBOROUGH	HENDERSON HAMMOCK CHARTER SCHOOL	HILLSBOROUGH	
HERITAGE ELEMENTARY SCHOOL	HILLSBOROUGH	HERITAGE ELEMENTARY SCHOOL	HILLSBOROUGH	
HIFZ ACADEMY	HILLSBOROUGH	HIFZ ACADEMY	HILLSBOROUGH	
HILL MIDDLE SCHOOL	HILLSBOROUGH	HILL MIDDLE SCHOOL	HILLSBOROUGH	
HILLEL SCHOOL OF TAMPA INC.	HILLSBOROUGH	HILLEL SCHOOL OF TAMPA INC	HILLSBOROUGH	
HILLSBOROUGH ACADEMY OF MATH AND SCIENCE	HILLSBOROUGH	HILLSBOROUGH ACADEMY OF MATH AND SCIENCE	HILLSBOROUGH	
HILLSBOROUGH BAPTIST SCHOOL	HILLSBOROUGH	HILLSBOROUGH BAPTIST SCHOOL	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE AT THE REGENT	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE AT THE REGENT	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE DISTRICT BUILDING	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE DISTRICT BUILDING	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE- BRANDON CAMPUS	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- BRANDON CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE- DALE MABRY CAMPU	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- DALE MABRY CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE- DALE MABRY CAMPUS	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- DALE MABRY CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE- PLANT CITY CAMPUS	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- PLANT CITY CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE- SOUTHSHORE CAMP	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- SOUTHSHORE CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE- SOUTHSHORE CAMPU	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- SOUTHSHORE CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE- SOUTHSHORE CAMPUS	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- SOUTHSHORE CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE- YBOR CITY CAMPUS	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- YBOR CITY CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE-BRANDON	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- BRANDON CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE-DALE MABRY	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- DALE MABRY CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE-PLANT CITY	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- PLANT CITY CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE-SOUTHSHORE	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- SOUTHSHORE CAMPUS	HILLSBOROUGH	
HILLSBOROUGH COMMUNITY COLLEGE-YBOR CITY	HILLSBOROUGH	HILLSBOROUGH COMMUNITY COLLEGE- YBOR CITY CAMPUS	HILLSBOROUGH	
HILLSBOROUGH DISTRICT OFFICE	HILLSBOROUGH	HILLSBOROUGH DISTRICT OFFICE	HILLSBOROUGH	
HILLSBOROUGH HIGH SCHOOL	HILLSBOROUGH	HILLSBOROUGH HIGH SCHOOL	HILLSBOROUGH	
HILLSDALE CHRISTIAN ACADEMY	HILLSBOROUGH	HILLSDALE CHRISTIAN ACADEMY	HILLSBOROUGH	
HORIZON CHARTER SCHOOL OF TAMPA	HILLSBOROUGH	HORIZON CHARTER SCHOOL OF TAMPA	HILLSBOROUGH	
HUNTER'S GREEN ELEMENTARY SCHOOL	HILLSBOROUGH	HUNTER'S GREEN ELEMENTARY SCHOOL	HILLSBOROUGH	
HUNTINGTON LEARNING CENTER DAY SCHOO- TAMPA	HILLSBOROUGH	HUNTINGTON LEARNING CENTER DAY SCHOOL- TAMPA	HILLSBOROUGH	
ICON PREPARATORY SCHOOL	HILLSBOROUGH	ICON PREPARATORY SCHOOL	HILLSBOROUGH	
IMMANUEL LUTHERAN SCHOOL	HILLSBOROUGH	IMMANUEL LUTHERAN SCHOOL	HILLSBOROUGH	
IMPACT ACADEMY SCHOOL	HILLSBOROUGH	IMPACT ACADEMY SCHOOL	HILLSBOROUGH	
IMPACT ACADEMY SOUTH LLC	HILLSBOROUGH	IMPACT ACADEMY SCHOOL	HILLSBOROUGH	
INCARNATION CATHOLIC SCHOOL	HILLSBOROUGH	INCARNATION CATHOLIC SCHOOL	HILLSBOROUGH	
INDEPENDENCE ACADEMY	HILLSBOROUGH	INDEPENDENCE ACADEMY	HILLSBOROUGH	
INTERACTIVE EDUCATION ACADEMY	HILLSBOROUGH	INTERACTIVE EDUCATION ACADEMY	HILLSBOROUGH	
INTERNATIONAL INSTITUTE OF ORTHOTICS AND PROSTHETIC	HILLSBOROUGH	INTERNATIONAL INSTITUTE OF ORTHOTICS AND PROSTHETICS	HILLSBOROUGH	
INTERNATIONAL INSTITUTE OF ORTHOTICS AND PROSTHETICS	HILLSBOROUGH	INTERNATIONAL INSTITUTE OF ORTHOTICS AND PROSTHETICS	HILLSBOROUGH	
IPPOLITO ELEMENTARY SCHOOL	HILLSBOROUGH	IPPOLITO ELEMENTARY SCHOOL	HILLSBOROUGH	
JACKSON ELEMENTARY SCHOOL	HILLSBOROUGH	JACKSON ELEMENTARY SCHOOL	HILLSBOROUGH	
JAMES ELEMENTARY SCHOOL	HILLSBOROUGH	JAMES ELEMENTARY SCHOOL	HILLSBOROUGH	
JEFFERSON ADULT/COMMUNITY CENTER	HILLSBOROUGH	JEFFERSON ADULT/COMMUNITY CENTER	HILLSBOROUGH	
JEFFERSON HIGH SCHOOL	HILLSBOROUGH	JEFFERSON HIGH SCHOOL	HILLSBOROUGH	
JENNINGS MIDDLE SCHOOL	HILLSBOROUGH	JENNINGS MIDDLE SCHOOL	HILLSBOROUGH	
JERSEY COLLEGE NURSING SCHOOL - TAMPA	HILLSBOROUGH	JERSEY COLLEGE NURSING SCHOOL - TAMPA	HILLSBOROUGH	
JERSEY COLLEGE NURSING SCHOOL-TAMPA	HILLSBOROUGH	JERSEY COLLEGE NURSING SCHOOL - TAMPA	HILLSBOROUGH	
JESUIT HIGH SCHOOL	HILLSBOROUGH	JESUIT HIGH SCHOOL	HILLSBOROUGH	
JULE F SUMNER HIGH SCHOOL	HILLSBOROUGH	JULE F SUMNER HIGH SCHOOL	HILLSBOROUGH	
JUST ELEMENTARY SCHOOL	HILLSBOROUGH	JUST ELEMENTARY SCHOOL	HILLSBOROUGH	
KEISER UNIVERSITY - TAMPA CAMPUS	HILLSBOROUGH	KEISER UNIVERSITY - TAMPA CAMPUS	HILLSBOROUGH	
KEISER UNIVERSITY-TAMPA	HILLSBOROUGH	KEISER UNIVERSITY - TAMPA CAMPUS	HILLSBOROUGH	
KENLY ELEMENTARY SCHOOL	HILLSBOROUGH	KENLY ELEMENTARY SCHOOL	HILLSBOROUGH	
KEYSTONE PREP HIGH SCHOOL	HILLSBOROUGH	KEYSTONE PREP HIGH SCHOOL	HILLSBOROUGH	
KIDS COMMUNITY COLLEGE CHARTER HIGH SCHOOL	HILLSBOROUGH	KIDS COMMUNITY COLLEGE CHARTER HIGH SCHOOL	HILLSBOROUGH	
KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST	HILLSBOROUGH	KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY	HILLSBOROUGH	
KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST H	HILLSBOROUGH	KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY	HILLSBOROUGH	
KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY	HILLSBOROUGH	KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY	HILLSBOROUGH	
KIDS COMMUNITY COLLEGE RIVERVIEW SOUTH	HILLSBOROUGH	KIDS COMMUNITY COLLEGE RIVERVIEW SOUTH	HILLSBOROUGH	
KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER S	HILLSBOROUGH	KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL	HILLSBOROUGH	
KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SC	HILLSBOROUGH	KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL	HILLSBOROUGH	
KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL	HILLSBOROUGH	KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL	HILLSBOROUGH	
KIMBELL ELEMENTARY SCHOOL	HILLSBOROUGH	KIMBELL ELEMENTARY SCHOOL	HILLSBOROUGH	
KING HIGH SCHOOL	HILLSBOROUGH	KING HIGH SCHOOL	HILLSBOROUGH	
KINGSWOOD ELEMENTARY SCHOOL	HILLSBOROUGH	KINGSWOOD ELEMENTARY SCHOOL	HILLSBOROUGH	
KNIGHTS ELEMENTARY SCHOOL	HILLSBOROUGH	KNIGHTS ELEMENTARY SCHOOL	HILLSBOROUGH	
LA ROCA CHRISTIAN ACADEMY	HILLSBOROUGH	LA ROCA CHRISTIAN ACADEMY	HILLSBOROUGH	
LAKE MAGDALENE CHRISTIAN SCHOOL	HILLSBOROUGH	LAKE MAGDALENE CHRISTIAN SCHOOL	HILLSBOROUGH	
LAKE MAGDALENE ELEMENTARY SCHOOL	HILLSBOROUGH	LAKE MAGDALENE ELEMENTARY SCHOOL	HILLSBOROUGH	
LAKELAND CHRISTIAN SCHOOL	HILLSBOROUGH	LAKELAND CHRISTIAN SCHOOL	HILLSBOROUGH	
LAMB ELEMENTARY	HILLSBOROUGH	LAMB ELEMENTARY SCHOOL	HILLSBOROUGH	
LANIER ELEMENTARY SCHOOL	HILLSBOROUGH	LANIER ELEMENTARY SCHOOL	HILLSBOROUGH	
LAVOY EXCEPTIONAL CENTER	HILLSBOROUGH	LAVOY EXCEPTIONAL CENTER	HILLSBOROUGH	
LEARNING FOR LIFE ACADEMY	HILLSBOROUGH	LEARNING FOR LIFE ACADEMY	HILLSBOROUGH	
LEARNING GATE COMMUNITY SCHOOL	HILLSBOROUGH	LEARNING GATE COMMUNITY SCHOOL	HILLSBOROUGH	
LEGACY CHRISTIAN ACADEMY	HILLSBOROUGH	LEGACY CHRISTIAN ACADEMY	HILLSBOROUGH	
LEGACY PREPARATORY ACADEMY	HILLSBOROUGH	LEGACY PREPARATORY ACADEMY	HILLSBOROUGH	
LENNARD HIGH SCHOOL	HILLSBOROUGH	LENNARD HIGH SCHOOL	HILLSBOROUGH	
LES PETERS ACADEMY	HILLSBOROUGH	LES PETERS ACADEMY	HILLSBOROUGH	
LETO ADULT/COMMUNITY CENTER	HILLSBOROUGH	LETO ADULT/COMMUNITY CENTER	HILLSBOROUGH	
LETO HIGH SCHOOL	HILLSBOROUGH	LETO HIGH SCHOOL	HILLSBOROUGH	
LETO HIGH SCHOOL (TAMPA)	HILLSBOROUGH	LETO HIGH SCHOOL	HILLSBOROUGH	
LEWIS ELEMENTARY SCHOOL	HILLSBOROUGH	LEWIS ELEMENTARY SCHOOL	HILLSBOROUGH	
LIBERTAS ACADEMY	HILLSBOROUGH	LIBERTAS ACADEMY	HILLSBOROUGH	
LIBERTY MIDDLE SCHOOL	HILLSBOROUGH	LIBERTY MIDDLE SCHOOL	HILLSBOROUGH	
LIMONA ELEMENTARY SCHOOL	HILLSBOROUGH	LIMONA ELEMENTARY SCHOOL	HILLSBOROUGH	
LINCOLN ELEMENTARY MAGNET SCHOOL	HILLSBOROUGH	LINCOLN ELEMENTARY SCHOOL MAGNET SCHOOL	HILLSBOROUGH	
LITERACY LEADERSHIP TECHNOLOGY ACADEMY SOUTH BAY	HILLSBOROUGH	LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY	HILLSBOROUGH	
LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY	HILLSBOROUGH	LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY	HILLSBOROUGH	
LITHIA SPRINGS ELEMENTARY SCHOOL	HILLSBOROUGH	LITHIA SPRINGS ELEMENTARY SCHOOL	HILLSBOROUGH	
LIVINGSTONE ACADEMY - RIVER VIEW	HILLSBOROUGH	LIVINGSTONE ACADEMY - RIVER VIEW	HILLSBOROUGH	
LIVINGSTONE ACADEMY AUTISM CENTER	HILLSBOROUGH	LIVINGSTONE ACADEMY AUTISM CENTER	HILLSBOROUGH	
LLT SOUTHBAY	HILLSBOROUGH	LLT SOUTHBAY	HILLSBOROUGH	
LOCKHART ELEMENTARY MAGNET SCHOOL	HILLSBOROUGH	LOCKHART ELEMENTARY SCHOOL MAGNET SCHOOL	HILLSBOROUGH	
LOMAX MAGNET ELEMENTARY SCHOOL	HILLSBOROUGH	LOMAX MAGNET ELEMENTARY SCHOOL	HILLSBOROUGH	
LOPEZ ELEMENTARY SCHOOL	HILLSBOROUGH	LOPEZ ELEMENTARY SCHOOL	HILLSBOROUGH	
LOPEZ EXCEPTIONAL STUDENT EDUCATION CENTER	HILLSBOROUGH	LOPEZ EXCEPTIONAL STUDENT EDUCATION CENTER	HILLSBOROUGH	
LOWRY ELEMENTARY SCHOOL	HILLSBOROUGH	LOWRY ELEMENTARY SCHOOL	HILLSBOROUGH	
LUTZ K-8 SCHOOL	HILLSBOROUGH	LUTZ K-8 SCHOOL	HILLSBOROUGH	
LUTZ LEARNING CENTER	HILLSBOROUGH	LUTZ LEARNING CENTER	HILLSBOROUGH	
LUTZ PREPARATORY SCHOOL	HILLSBOROUGH	LUTZ PREPARATORY SCHOOL	HILLSBOROUGH	
MABRY ELEMENTARY SCHOOL	HILLSBOROUGH	MABRY ELEMENTARY SCHOOL	HILLSBOROUGH	
MACFARLANE PARK ELEMENTARY MAGNET SCHOOL	HILLSBOROUGH	MACFARLANE PARK ELEMENTARY SCHOOL MAGNET SCHOOL	HILLSBOROUGH	
MADISON MIDDLE SCHOOL	HILLSBOROUGH	MADISON MIDDLE SCHOOL	HILLSBOROUGH	
MANGO ELEMENTARY SCHOOL	HILLSBOROUGH	MANGO ELEMENTARY SCHOOL	HILLSBOROUGH	
MANISCALCO K-8 SCHOOL	HILLSBOROUGH	MANISCALCO K-8 SCHOOL	HILLSBOROUGH	
MANN MIDDLE SCHOOL	HILLSBOROUGH	MANN MIDDLE SCHOOL	HILLSBOROUGH	
MARSHALL MIDDLE MAGNET SCHOOL	HILLSBOROUGH	MARSHALL MIDDLE MAGNET SCHOOL	HILLSBOROUGH	
MARTINEZ MIDDLE SCHOOL	HILLSBOROUGH	MARTINEZ MIDDLE SCHOOL	HILLSBOROUGH	
MCDONALD ELEMENTARY SCHOOL	HILLSBOROUGH	MCDONALD ELEMENTARY SCHOOL	HILLSBOROUGH	
MCKITRICK ELEMENTARY SCHOOL	HILLSBOROUGH	MCKITRICK ELEMENTARY SCHOOL	HILLSBOROUGH	
MCLANE MIDDLE SCHOOL	HILLSBOROUGH	MCLANE MIDDLE SCHOOL	HILLSBOROUGH	
MEMORIAL MIDDLE SCHOOL	HILLSBOROUGH	MEMORIAL MIDDLE SCHOOL	HILLSBOROUGH	
MENDENHALL ELEMENTARY SCHOOL	HILLSBOROUGH	MENDENHALL ELEMENTARY SCHOOL	HILLSBOROUGH	
MENDEZ EXCEPTIONAL CENTER	HILLSBOROUGH	MENDEZ EXCEPTIONAL CENTER	HILLSBOROUGH	
MIDDLETON HIGH SCHOOL	HILLSBOROUGH	MIDDLETON HIGH SCHOOL	HILLSBOROUGH	
MILES ELEMENTARY SCHOOL	HILLSBOROUGH	MILES ELEMENTARY SCHOOL	HILLSBOROUGH	
MINTZ ELEMENTARY SCHOOL	HILLSBOROUGH	MINTZ ELEMENTARY SCHOOL	HILLSBOROUGH	
MISSIONARY CHRISTIAN ACADEMY	HILLSBOROUGH	MISSIONARY CHRISTIAN ACADEMY	HILLSBOROUGH	
MISSIONARY CHRISTIAN SCHOOL	HILLSBOROUGH	MISSIONARY CHRISTIAN SCHOOL	HILLSBOROUGH	
MITCHELL ELEMENTARY SCHOOL	HILLSBOROUGH	MITCHELL ELEMENTARY SCHOOL	HILLSBOROUGH	
MONROE MIDDLE MAGNET SCHOOL	HILLSBOROUGH	MONROE MIDDLE MAGNET SCHOOL	HILLSBOROUGH	
MONTESSORI ACADEMY OF TAMPA BAY	HILLSBOROUGH	MONTESSORI ACADEMY OF TAMPA BAY	HILLSBOROUGH	
MONTESSORI PREPARATORY SCHOOL	HILLSBOROUGH	MONTESSORI PREPARATORY SCHOOL	HILLSBOROUGH	
MORGAN WOODS ELEMENTARY SCHOOL	HILLSBOROUGH	MORGAN WOODS ELEMENTARY SCHOOL	HILLSBOROUGH	
MORNING STAR CATHOLIC SCHOOL	HILLSBOROUGH	MORNING STAR CATHOLIC SCHOOL	HILLSBOROUGH	
MORT ELEMENTARY SCHOOL	HILLSBOROUGH	MORT ELEMENTARY SCHOOL	HILLSBOROUGH	
MORT ELEMENTARY SCHOOL (TAMPA)	HILLSBOROUGH	MORT ELEMENTARY SCHOOL	HILLSBOROUGH	
MOTHER TERESA OF CALCUTTA CATHOLIC SCHOOL	HILLSBOROUGH	MOTHER TERESA OF CALCUTTA CATHOLIC SCHOOL	HILLSBOROUGH	
MULLER ELEMENTARY MAGNET SCHOOL	HILLSBOROUGH	MULLER ELEMENTARY SCHOOL MAGNET SCHOOL	HILLSBOROUGH	
MULRENNAN MIDDLE SCHOOL	HILLSBOROUGH	MULRENNAN MIDDLE SCHOOL	HILLSBOROUGH	
NATIVITY CATHOLIC SCHOOL	HILLSBOROUGH	NATIVITY CATHOLIC SCHOOL	HILLSBOROUGH	
NAVIGATOR ACADEMY OF LEADERSHIP VALRICO	HILLSBOROUGH	NAVIGATOR ACADEMY OF LEADERSHIP VALRICO	HILLSBOROUGH	
NELSON ELEMENTARY SCHOOL	HILLSBOROUGH	NELSON ELEMENTARY SCHOOL	HILLSBOROUGH	
NEW JERUSALEM CHRISTIAN ACADEMY	HILLSBOROUGH	NEW JERUSALEM CHRISTIAN ACADEMY	HILLSBOROUGH	
NEW SPRINGS SCHOOLS	HILLSBOROUGH	NEW SPRINGS SCHOOLS	HILLSBOROUGH	
NEWSOME HIGH SCHOOL	HILLSBOROUGH	NEWSOME HIGH SCHOOL	HILLSBOROUGH	
NORTH TAMPA CHRISTIAN ACADEMY	HILLSBOROUGH	NORTH TAMPA CHRISTIAN ACADEMY	HILLSBOROUGH	
NORTH TAMPA EPIC 3 CENTER	HILLSBOROUGH	NORTH TAMPA EPIC 3 CENTER	HILLSBOROUGH	
NORTHWEST ELEMENTARY SCHOOL	HILLSBOROUGH	NORTHWEST ELEMENTARY SCHOOL	HILLSBOROUGH	
NOVA SOUTHEASTERN UNIVERSITY DR. KIRAN C. PATEL COLL	HILLSBOROUGH	NOVA SOUTHEASTERN UNIVERSITY DR. KIRAN C. PATEL COLLEGE OF OSTEOPATHIC MEDICINE	HILLSBOROUGH	
NOVA SOUTHEASTERN UNIVERSITY DR. KIRAN C. PATEL COLLEGE	HILLSBOROUGH	NOVA SOUTHEASTERN UNIVERSITY DR. KIRAN C. PATEL COLLEGE OF OSTEOPATHIC MEDICINE	HILLSBOROUGH	
NOVA SOUTHEASTERN UNIVERSITY DR. KIRAN C. PATEL COLLEGE OF OSTEOPATHIC MEDICINE - TA	HILLSBOROUGH	NOVA SOUTHEASTERN UNIVERSITY DR. KIRAN C. PATEL COLLEGE OF OSTEOPATHIC MEDICINE	HILLSBOROUGH	
OAK GROVE ELEMENTARY SCHOOL	HILLSBOROUGH	OAK GROVE ELEMENTARY SCHOOL	HILLSBOROUGH	
OAK PARK ELEMENTARY SCHOOL	HILLSBOROUGH	OAK PARK ELEMENTARY SCHOOL	HILLSBOROUGH	
ODESSA CHRISTIAN SCHOOL	HILLSBOROUGH	ODESSA CHRISTIAN SCHOOL	HILLSBOROUGH	
ORANGE GROVE MIDDLE MAGNET SCHOOL	HILLSBOROUGH	ORANGE GROVE MIDDLE MAGNET SCHOOL	HILLSBOROUGH	
PACE CENTER FOR GIRLS	HILLSBOROUGH	PACE CENTER FOR GIRLS	HILLSBOROUGH	
PALM RIVER ELEMENTARY SCHOOL	HILLSBOROUGH	PALM RIVER ELEMENTARY SCHOOL	HILLSBOROUGH	
PATRICIA SULLIVAN METROPOLITAN MINISTRIES PARTNERSH	HILLSBOROUGH	PATRICIA SULLIVAN METROPOLITAN MINISTRIES PARTNERSHIP	HILLSBOROUGH	
PATRICIA SULLIVAN METROPOLITAN MINISTRIES PARTNERSHI	HILLSBOROUGH	PATRICIA SULLIVAN METROPOLITAN MINISTRIES PARTNERSHIP	HILLSBOROUGH	
PAUL MITCHELL THE SCHOOL - TAMPA	HILLSBOROUGH	PAUL MITCHELL THE SCHOOL - TAMPA	HILLSBOROUGH	
PAUL MITCHELL THE SCHOOL-TAMPA	HILLSBOROUGH	PAUL MITCHELL THE SCHOOL - TAMPA	HILLSBOROUGH	
PEPIN ACADEMIES	HILLSBOROUGH	PEPIN ACADEMIES	HILLSBOROUGH	
PIERCE MIDDLE SCHOOL	HILLSBOROUGH	PIERCE MIDDLE SCHOOL	HILLSBOROUGH	
PINECREST ELEMENTARY SCHOOL	HILLSBOROUGH	PINECREST ELEMENTARY SCHOOL	HILLSBOROUGH	
PIVOT CHARTER SCHOOL	HILLSBOROUGH	PIVOT CHARTER SCHOOL	HILLSBOROUGH	
PIZZO K-8 SCHOOL	HILLSBOROUGH	PIZZO K-8 SCHOOL	HILLSBOROUGH	
PLANT CITY ADULT & COMMUNITY CENTER	HILLSBOROUGH	PLANT CITY ADULT & COMMUNITY CENTER	HILLSBOROUGH	
PLANT CITY HIGH SCHOOL	HILLSBOROUGH	PLANT CITY HIGH SCHOOL	HILLSBOROUGH	
PLANT HIGH SCHOOL	HILLSBOROUGH	PLANT HIGH SCHOOL	HILLSBOROUGH	
PLATO ACADEMY TAMPA CHARTER SCHOOL	HILLSBOROUGH	PLATO ACADEMY TAMPA CHARTER SCHOOL	HILLSBOROUGH	
POTTER ELEMENTARY SCHOOL	HILLSBOROUGH	POTTER ELEMENTARY SCHOOL	HILLSBOROUGH	
PRIDE ELEMENTARY SCHOOL	HILLSBOROUGH	PRIDE ELEMENTARY SCHOOL	HILLSBOROUGH	
PROGRESS VILLAGE MIDDLE MAGNET SCHOOL	HILLSBOROUGH	PROGRESS VILLAGE MIDDLE MAGNET SCHOOL	HILLSBOROUGH	
PROVIDENCE CHRISTIAN SCHOOL	HILLSBOROUGH	PROVIDENCE CHRISTIAN SCHOOL	HILLSBOROUGH	
RAMPELLO K-8 MAGNET SCHOOL	HILLSBOROUGH	RAMPELLO K-8 MAGNET SCHOOL	HILLSBOROUGH	
RANDALL MIDDLE SCHOOL	HILLSBOROUGH	RANDALL MIDDLE SCHOOL	HILLSBOROUGH	
RCMA WIMAUMA COMMUNITY ACADEMY	HILLSBOROUGH	RCMA WIMAUMA COMMUNITY ACADEMY	HILLSBOROUGH	
REDDICK ELEMENTARY SCHOOL	HILLSBOROUGH	REDDICK ELEMENTARY SCHOOL	HILLSBOROUGH	
RIVER BIBLE INSTITUTE	HILLSBOROUGH	RIVER BIBLE INSTITUTE	HILLSBOROUGH	
RIVERHILLS ELEMENTARY MAGNET SCHOOL	HILLSBOROUGH	RIVERHILLS ELEMENTARY SCHOOL MAGNET SCHOOL	HILLSBOROUGH	
RIVERVIEW ACADEMY OF MATH AND SCIENCE	HILLSBOROUGH	RIVERVIEW ACADEMY OF MATH AND SCIENCE	HILLSBOROUGH	
